import time: self [us] | cumulative | imported package
import time:       940 |      15567 |                               tensorflow.python.data.ops.iterator_ops
import time:       494 |        494 |                               tensorflow.python.data.util.random_seed
import time:       352 |        352 |                               tensorflow.python.framework.smart_cond
import time:      3121 |      19533 |                             tensorflow.python.data.ops.dataset_ops
import time:       563 |      20754 |                           tensorflow.python.data.experimental.ops.get_single_element
import time:       815 |        815 |                           tensorflow.python.data.experimental.ops.grouping
import time:       353 |        353 |                           tensorflow.python.data.util.convert
import time:      1512 |      24134 |                         tensorflow.python.data.experimental.ops.batching
import time:       340 |        340 |                           tensorflow.python.data.experimental.ops.scan_ops
import time:       396 |        736 |                         tensorflow.python.data.experimental.ops.counter
import time:       318 |        318 |                         tensorflow.python.data.experimental.ops.enumerate_ops
import time:      1036 |       1036 |                           tensorflow.python.ops.gen_experimental_dataset_ops
import time:       413 |       1448 |                         tensorflow.python.data.experimental.ops.error_ops
import time:       337 |        337 |                           tensorflow.python.data.experimental.ops.random_ops
import time:       543 |        543 |                           tensorflow.python.data.ops.readers
import time:       842 |        842 |                           tensorflow.python.ops.gen_stateless_random_ops
import time:       999 |       2720 |                         tensorflow.python.data.experimental.ops.interleave_ops
import time:      1177 |       1177 |                             tensorflow.python.client.timeline
import time:       900 |        900 |                             tensorflow.python.training.session_run_hook
